sku,price
PSAAF10130,14139
PSAAF10131,12753
PSAAF10132,10388
PSAAF10133,11554
PSAAF10134,22334
PSAAF10135,24171
PSAAF10136,28461
PSAAF10137,28813
PSAAF10138,14205
PSAAF10139,17505
PSAAF10140,28021
PSAAF10141,31167
PSAAF10142,16999
PSAAF10143,19595
PSAAF10144,27713
PSAAF10145,18528
PSAAF10146,33532
PSAAF10147,28736
PSAAF10148,31167
PSAAF10149,23665
PSAAG10285,6032
PSAAG10286,6032
PSAAG10287,6032
PSAAG10288,5284
PSAAG10289,6032
PSAAG10290,6032
PSAAG10291,6153
PSAAG10292,5999
PSAAG10294,5999
PSAAG10295,1808
PSAAG10296,1775
PSAAG10297,3414
PSAAG10298,4492
PSAAG10299,2204
PSAAG10300,1731
PSAAG10301,1731
PSAAG10302,2798
PSAAG10303,3106
PSAAG10304,2512
PSAAG10305,1775
PSAAG10306,1313
PSAAG10307,26140
PSAAG10308,25194
PSAAG10309,25667
PSAAG10310,25194
PSAAG10311,24094
PSAAG10312,16999
PSAAG10313,30386
PSAAG10314,32278
PSAAG10315,28813
PSAAG10316,29594
PSAAG10205,34401
PSAAG10206,25821
PSAAG10207,25799
PSAAG10208,27471
PSAAG10209,25667
PSAAG10210,27988
PSAAG10211,18968
PSAAG10212,31112
PSAAG10213,14755
PSAAG10214,26415
PSAAG10215,23467
PSAAG10216,30837
PSAAG10217,20354
PSAAG10218,33532
PSAAG10219,23665
PSAAG10220,13160
PSAAG10221,12885
PSAAG10222,13160
PSAAG10223,30386
PSAAG10224,31090
PSAAG10225,6230
PSAAG10226,7385
PSAAG10227,8573
PSAAG10228,7385
PSAAG10229,7550
PSAAG10230,9046
PSAAG10231,10388
PSAAG10232,9739
PSAAG10233,10102
PSAAG10234,9662
SAAG10408,3100
SAAG10409,3100
SAAG10410,3100
SAAG10411,3100
SAAG10412,3100
SAAG10413,3100
SAAG10414,3100
SAAG10415,3100
SAAG10416,3100
SAAG10329,2558
SAAG10330,2558
SAAG10331,2558
SAAG10332,2558
SAAG10333,2558
SAAG10334,2558
SAAG10335,2558
SAAG10336,2558
SAAG10337,2558
SAAG10338,2558
SAAG10339,2558
SAAG10340,2558
SAAG10341,2558
SAAG10342,2558
SAAG10343,2558
SAAG10344,2558
SAAG10345,2558
SAAG10346,2558
SAAG10317,2738
SAAG10318,2738
SAAG10319,2738
SAAG10320,2738
SAAG10321,2738
SAAG10322,2738
SAAG10323,2738
SAAG10324,2738
SAAG10325,2738
SAAG10326,2738
SAAG10327,2738
SAAG10328,2738
SAAG10551,6650
SAAG10552,7070
SAAG10553,7070
SAAG10554,7070
SAAG10555,7090
SAAG10556,7010
SAAG10557,7050
SAAG10558,7010
SAAG10559,7050
SAAG10560,7050
SAAG10347,2790
SAAG10348,2790
SAAG10349,2790
SAAG10350,2790
SAAG10351,2790
SAAG10352,2790
SAAG10353,2790
SAAG10354,2790
SKDAG3318,6600
SKDAG3319,6600
SKDAG3320,6600
SKDAG3321,6400
SKDAG3322,6400
SKDAG3323,6400
SKDAG3324,6400
SKDAG3258,1890
SKDAG3259,1890
SKDAG3260,1890
SKDAG3261,1890
SKDAG3262,1890
SKDAG3263,1890
SKDAG3264,1890
SKDAG3265,1890
SKDAG3266,1890
SKDAG3267,1890
SKDAG3268,1890
SKDAG3269,1890
SKDGF3248,2190
SKDGF3249,2190
SKDGF3250,2190
SKDGF3251,2190
SKDGF3252,2190
SKDGF3253,2190
SKDGF3254,2190
SKDGF3255,2190
SKDGF3256,2190
SKDGF3257,2190
SKDAG3306,6300
SKDAG3307,6300
SKDAG3308,4990
SKDAG3309,4990
SKDAG3310,4990
SKDAG3311,4990
SKDAG3312,4990
SKDAG3313,4990
SKDAG3314,4990
SKDAG3315,4990
SKDAG3316,4990
SKDAG3317,4990
