sku,
SAAA18190,1000
SAAA18311,1001
SAAA18428,1002
SAAA18429,1003
SAAA18512,1004
SAAA18524,1005
SAAA18605,1006
SAAA18651,1007
SAAA18655,1008
SAAA18663,1009
SAAA18673,1010
SAAA18710,1011
SAAA18795,1012
SAAA18844,1013
SAAA18875,1014
SAAA12209,1015
SAAA13087,1016
SAAA13750,1017
SAAA14301,1018
SAAA14430,1019
SAAA15203,1020
SAAA15206,1021
SAAA15503,1022
SAAA15536,1023
SAAA15827,1024
SAAA15965,1025
SAAA16161,1026
SAAA16217,1027
SAAA16233,1028
SAAA16688,1029
SAAA16730,1030
SAAA16981,1031
SAAA17514,1032
SAAA17756,1033
SAAA17837,1034
SAAA17852,1035
SAAA18166,1036
SAAA18186,1037
SAAA18211,1038
SAAA18222,1039
SAAA18290,1040
SAAA18324,1041
SAAA18376,1042
SAAA18576,1043
SAAA18608,1044
SAAA18791,1045
SAAA11790,1046
SAAA12072,1047
SAAA12084,1048
SAAA12207,1049
SAAA12833,1050
SAAA14066,1051
SAAA14634,1052
SAAA14819,1053
SAAA14955,1054
SAAA14960,1055
SAAA15205,1056
SAAA16091,1057
SAAA16452,1058
SAAA16537,1059
SAAA16634,1060
SAAA16729,1061
SAAA16761,1062
SAAA16765,1063
SAAA16810,1064
SAAA16831,1065
SAAA16940,1066
SAAA17403,1067
SAAA17407,1068
SAAA17501,1069
SAAA17511,1070
SAAA17526,1071
SAAA17649,1072
SAAA17673,1073
SAAA17682,1074
SAAA17890,1075
SAAA17891,1076
SAAA18025,1077
SAAA18071,1078
SAAA18135,1079
SAAA18165,1080
SAAA18221,1081
SAAA18289,1082
SAAA18580,1083
SAAA18582,1084
SAAA18602,1085
SAAA18639,1086
SAAA18661,1087
SAAA18678,1088
SAAA18685,1089
SAAA18686,1090
SAAA18687,1091
SAAA18690,1092
SAAA18737,1093
SAAA18744,1094
SAAA18926,1095
SAAABL016,1096
SAAA13801,1097
SAAA13912,1098
SAAA14258,1099
SAAA14261,1100
SAAA14295,1101
SAAA14433,1102
SAAA15075,1103
SAAA15346,1104
SAAA15360,1105
SAAA15646,1106
SAAA15658,1107
SAAA16162,1108
SAAA16427,1109
SAAA16460,1110
SAAA16824,1111
SAAA16869,1112
SAAA16883,1113
SAAA16954,1114
SAAA16958,1115
SAAA17277,1116
SAAA17819,1117
SAAA17946,1118
SAAA18023,1119
SAAA18091,1120
SAAA18133,1121
SAAA18142,1122
SAAA18231,1123
SAAA18279,1124
SAAA18292,1125
SAAA18296,1126
SAAA18307,1127
SAAA18503,1128
SAAA18645,1129
SAAA18688,1130
SAAA18712,1131
SAAA18835,1132
SAAA3898,1133
SAAABL012,1134
SAAA14071,1135
SAAA14593,1136
SAAA15654,1137
SAAA15813,1138
SAAA15977,1139
SAAA16268,1140
SAAA16632,1141
SAAA16638,1142
SAAA16669,1143
SAAA16737,1144
SAAA16778,1145
SAAA17284,1146
SAAA17404,1147
SAAA17483,1148
SAAA17518,1149
SAAA17758,1150
SAAA17760,1151
SAAA17784,1152
SAAA17796,1153
SAAA17836,1154
SAAA17855,1155
SAAA18173,1156
SAAA18179,1157
SAAA18297,1158
SAAA18300,1159
SAAA18321,1160
SAAA18412,1161
SAAA18574,1162
SAAA18589,1163
SAAA18606,1164
SAAA18612,1165
SAAA18653,1166
SAAA18657,1167
SAAA18662,1168
SAAA18670,1169
SAAA18671,1170
SAAA18683,1171
SAAA18802,1172
SAAA4024,1173
SAAABL022,1174
SAAA10837,1175
SAAA11717,1176
SAAA12076,1177
SAAA13660,1178
SAAA14424,1179
SAAA14428,1180
SAAA14431,1181
SAAA14518,1182
SAAA14526,1183
SAAA14689,1184
SAAA15348,1185
SAAA15356,1186
SAAA15357,1187
SAAA15643,1188
SAAA15861,1189
SAAA15862,1190
SAAA16468,1191
SAAA16650,1192
SAAA16665,1193
SAAA16744,1194
SAAA16985,1195
SAAA17057,1196
SAAA17200,1197
SAAA17651,1198
SAAA17777,1199
SAAA17799,1200
SAAA18108,1201
SAAA18169,1202
SAAA18230,1203
SAAA18379,1204
SAAA18382,1205
SAAA18456,1206
SAAA18578,1207
SAAA18596,1208
SAAA18607,1209
SAAA18640,1210
SAAA18641,1211
SAAA18704,1212
SAAA18747,1213
SAAA18874,1214
SAAA18927,1215
SAAA5173,1216
SAAABL013,1217
SAAABL018,1218
SAAA10148,1219
SAAA11726,1220
SAAA12831,1221
SAAA12837,1222
SAAA13285,1223
SAAA13909,1224
SAAA13913,1225
SAAA14068,1226
SAAA14519,1227
SAAA14531,1228
SAAA14532,1229
SAAA14618,1230
SAAA14824,1231
SAAA15645,1232
SAAA15660,1233
SAAA15729,1234
SAAA15753,1235
SAAA15849,1236
SAAA16206,1237
SAAA16558,1238
SAAA16562,1239
SAAA16636,1240
SAAA16670,1241
SAAA16672,1242
SAAA16686,1243
SAAA16752,1244
SAAA16754,1245
SAAA16790,1246
SAAA16947,1247
SAAA16975,1248
SAAA17310,1249
SAAA17317,1250
SAAA17525,1251
SAAA17646,1252
SAAA17783,1253
SAAA17786,1254
SAAA17800,1255
SAAA18027,1256
SAAA18068,1257
SAAA18180,1258
SAAA18262,1259
SAAA18273,1260
SAAA18286,1261
SAAA18287,1262
SAAA18385,1263
SAAA18590,1264
SAAA18648,1265
SAAA18707,1266
SAAA18738,1267
SAAA18840,1268
SAAA18849,1269
SAAA18872,1270
SAAA9947,1271
SAAABL006,1272
SAAABL023,1273
SAAA11427,1274
SAAA11626,1275
SAAA11716,1276
SAAA13170,1277
SAAA13196,1278
SAAA13289,1279
SAAA13375,1280
SAAA13463,1281
SAAA13911,1282
SAAA14299,1283
SAAA14425,1284
SAAA14426,1285
SAAA14435,1286
SAAA14482,1287
SAAA14825,1288
SAAA15213,1289
SAAA15359,1290
SAAA15430,1291
SAAA15644,1292
SAAA15647,1293
SAAA15649,1294
SAAA15657,1295
SAAA15743,1296
SAAA15823,1297
SAAA15967,1298
SAAA16101,1299
SAAA16291,1300
SAAA16439,1301
SAAA16448,1302
SAAA16635,1303
SAAA16658,1304
SAAA16668,1305
SAAA16859,1306
SAAA16876,1307
SAAA16991,1308
SAAA16994,1309
SAAA17114,1310
SAAA17292,1311
SAAA17303,1312
SAAA17405,1313
SAAA17505,1314
SAAA17528,1315
SAAA17805,1316
SAAA17942,1317
SAAA18028,1318
SAAA18155,1319
SAAA18164,1320
SAAA18215,1321
SAAA18319,1322
SAAA18330,1323
SAAA18381,1324
SAAA18384,1325
SAAA18644,1326
SAAA18659,1327
SAAA18718,1328
SAAA18801,1329
SAAA18803,1330
SAAA5024,1331
SAAA12074,1332
SAAA12830,1333
SAAA13169,1334
SAAA13377,1335
SAAA13721,1336
SAAA13800,1337
SAAA13914,1338
SAAA14419,1339
SAAA14427,1340
SAAA14480,1341
SAAA14523,1342
SAAA14534,1343
SAAA15066,1344
SAAA15214,1345
SAAA15335,1346
SAAA15439,1347
SAAA15601,1348
SAAA15652,1349
SAAA15653,1350
SAAA15843,1351
SAAA15920,1352
SAAA15973,1353
SAAA16255,1354
SAAA16315,1355
SAAA16437,1356
SAAA16649,1357
SAAA16651,1358
SAAA16654,1359
SAAA16659,1360
SAAA16666,1361
SAAA16743,1362
SAAA16750,1363
SAAA16756,1364
SAAA16858,1365
SAAA16950,1366
SAAA16957,1367
SAAA16972,1368
SAAA16979,1369
SAAA17109,1370
SAAA17302,1371
SAAA17305,1372
SAAA17408,1373
SAAA17623,1374
SAAA17699,1375
SAAA17702,1376
SAAA17780,1377
SAAA17801,1378
SAAA17854,1379
SAAA17918,1380
SAAA18069,1381
SAAA18189,1382
SAAA18320,1383
SAAA18327,1384
SAAA18328,1385
SAAA18338,1386
SAAA18380,1387
SAAA18579,1388
SAAA18649,1389
SAAA18675,1390
SAAA18684,1391
SAAA18723,1392
SAAA18807,1393
SAAA18808,1394
SAAA18848,1395
SAAA18933,1396
SAAA3014,1397
SAAABL020,1398
SAAA11413,1399
SAAA11723,1400
SAAA12069,1401
SAAA13427,1402
SAAA13591,1403
SAAA13915,1404
SAAA13927,1405
SAAA14304,1406
SAAA14348,1407
SAAA14535,1408
SAAA14536,1409
SAAA14975,1410
SAAA15248,1411
SAAA15365,1412
SAAA15367,1413
SAAA15410,1414
SAAA15425,1415
SAAA15655,1416
SAAA16220,1417
SAAA16256,1418
SAAA16281,1419
SAAA16329,1420
SAAA16395,1421
SAAA16397,1422
SAAA16434,1423
SAAA16442,1424
SAAA16542,1425
SAAA16643,1426
SAAA16647,1427
SAAA16660,1428
SAAA16674,1429
SAAA16820,1430
SAAA16879,1431
SAAA16949,1432
SAAA16964,1433
SAAA16970,1434
SAAA17293,1435
SAAA17304,1436
SAAA17412,1437
SAAA17502,1438
SAAA17510,1439
SAAA17639,1440
SAAA17675,1441
SAAA17789,1442
SAAA17802,1443
SAAA17804,1444
SAAA17848,1445
SAAA17882,1446
SAAA18026,1447
SAAA18113,1448
SAAA18139,1449
SAAA18284,1450
SAAA18291,1451
SAAA18326,1452
SAAA18329,1453
SAAA18378,1454
SAAA18652,1455
SAAA18711,1456
SAAA18714,1457
SAAA18716,1458
SAAA18719,1459
SAAA18800,1460
