Country,Region/State,"Zip/Postal Code","Weight (and above)","Shipping Price"
LBN,*,*,7500.0000,4397.0000
LBN,*,*,8000.0000,4672.0000
LBN,*,*,8500.0000,4946.0000
LBN,*,*,9000.0000,5221.0000
LBN,*,*,9500.0000,5496.0000
LBN,*,*,10000.0000,5771.0000
LBN,*,*,11000.0000,6389.0000
LBN,*,*,12000.0000,7007.0000
LBN,*,*,13000.0000,7626.0000
LBN,*,*,14000.0000,8244.0000
LBN,*,*,15000.0000,8862.0000
LBN,*,*,16000.0000,9419.0000
LBN,*,*,17000.0000,9975.0000
LBN,*,*,18000.0000,10532.0000
LBN,*,*,19000.0000,11088.0000
LBN,*,*,20000.0000,11645.0000
LBN,*,*,21000.0000,12201.0000
LBN,*,*,22000.0000,12758.0000
LBN,*,*,23000.0000,13314.0000
LBN,*,*,24000.0000,13871.0000
LBN,*,*,25000.0000,14427.0000
LBN,*,*,26000.0000,14970.0000
LBN,*,*,27000.0000,15512.0000
LBN,*,*,28000.0000,16055.0000
LBN,*,*,29000.0000,16598.0000
LBN,*,*,30000.0000,17141.0000
LBN,*,*,31000.0000,17683.0000
LBN,*,*,32000.0000,18226.0000
LBN,*,*,33000.0000,18769.0000
LBN,*,*,34000.0000,19312.0000
LBN,*,*,35000.0000,19854.0000
LBN,*,*,36000.0000,20397.0000
LBN,*,*,37000.0000,20940.0000
LBN,*,*,38000.0000,21482.0000
LBN,*,*,39000.0000,22025.0000
LBN,*,*,40000.0000,22568.0000
LBN,*,*,41000.0000,23111.0000
LBN,*,*,42000.0000,23653.0000
LBN,*,*,43000.0000,24196.0000
LBN,*,*,44000.0000,24739.0000
LBN,*,*,45000.0000,25282.0000
LBN,*,*,46000.0000,25824.0000
LBN,*,*,47000.0000,26367.0000
LBN,*,*,48000.0000,26910.0000
LBN,*,*,49000.0000,27453.0000
LBN,*,*,50000.0000,27995.0000
LBY,*,*,500.0000,1168.0000
LBY,*,*,1000.0000,1168.0000
LBY,*,*,1500.0000,1443.0000
LBY,*,*,2000.0000,1649.0000
LBY,*,*,2500.0000,1924.0000
LBY,*,*,3000.0000,2130.0000
LBY,*,*,3500.0000,2405.0000
LBY,*,*,4000.0000,2611.0000
LBY,*,*,4500.0000,2885.0000
LBY,*,*,5000.0000,3092.0000
LBY,*,*,5500.0000,3366.0000
LBY,*,*,6000.0000,3641.0000
LBY,*,*,6500.0000,3916.0000
LBY,*,*,7000.0000,4191.0000
LBY,*,*,7500.0000,4397.0000
LBY,*,*,8000.0000,4672.0000
LBY,*,*,8500.0000,4946.0000
LBY,*,*,9000.0000,5221.0000
LBY,*,*,9500.0000,5496.0000
LBY,*,*,10000.0000,5771.0000
LBY,*,*,11000.0000,6389.0000
LBY,*,*,12000.0000,7007.0000
LBY,*,*,13000.0000,7626.0000
LBY,*,*,14000.0000,8244.0000
LBY,*,*,15000.0000,8862.0000
LBY,*,*,16000.0000,9419.0000
LBY,*,*,17000.0000,9975.0000
LBY,*,*,18000.0000,10532.0000
LBY,*,*,19000.0000,11088.0000
LBY,*,*,20000.0000,11645.0000
LBY,*,*,21000.0000,12201.0000
LBY,*,*,22000.0000,12758.0000
LBY,*,*,23000.0000,13314.0000
LBY,*,*,24000.0000,13871.0000
LBY,*,*,25000.0000,14427.0000
LBY,*,*,26000.0000,14970.0000
LBY,*,*,27000.0000,15512.0000
LBY,*,*,28000.0000,16055.0000
LBY,*,*,29000.0000,16598.0000
LBY,*,*,30000.0000,17141.0000
LBY,*,*,31000.0000,17683.0000
LBY,*,*,32000.0000,18226.0000
LBY,*,*,33000.0000,18769.0000
LBY,*,*,34000.0000,19312.0000
LBY,*,*,35000.0000,19854.0000
LBY,*,*,36000.0000,20397.0000
LBY,*,*,37000.0000,20940.0000
LBY,*,*,38000.0000,21482.0000
LBY,*,*,39000.0000,22025.0000
LBY,*,*,40000.0000,22568.0000
LBY,*,*,41000.0000,23111.0000
LBY,*,*,42000.0000,23653.0000
LBY,*,*,43000.0000,24196.0000
LBY,*,*,44000.0000,24739.0000
LBY,*,*,45000.0000,25282.0000
LBY,*,*,46000.0000,25824.0000
LBY,*,*,47000.0000,26367.0000
LBY,*,*,48000.0000,26910.0000
LBY,*,*,49000.0000,27453.0000
LBY,*,*,50000.0000,27995.0000
LIE,*,*,500.0000,1992.0000
LIE,*,*,1000.0000,1992.0000
LIE,*,*,1500.0000,2267.0000
LIE,*,*,2000.0000,2611.0000
LIE,*,*,2500.0000,2954.0000
LIE,*,*,3000.0000,3366.0000
LIE,*,*,3500.0000,3710.0000
LIE,*,*,4000.0000,4122.0000
LIE,*,*,4500.0000,4534.0000
LIE,*,*,5000.0000,4946.0000
LIE,*,*,5500.0000,5359.0000
LIE,*,*,6000.0000,5771.0000
LIE,*,*,6500.0000,6183.0000
LIE,*,*,7000.0000,6595.0000
LIE,*,*,7500.0000,7007.0000
LIE,*,*,8000.0000,7420.0000
LIE,*,*,8500.0000,7832.0000
LIE,*,*,9000.0000,8244.0000
LIE,*,*,9500.0000,8656.0000
LIE,*,*,10000.0000,9068.0000
LIE,*,*,11000.0000,10030.0000
LIE,*,*,12000.0000,10992.0000
LIE,*,*,13000.0000,11954.0000
LIE,*,*,14000.0000,12916.0000
LIE,*,*,15000.0000,13877.0000
LIE,*,*,16000.0000,14757.0000
LIE,*,*,17000.0000,15636.0000
LIE,*,*,18000.0000,16515.0000
LIE,*,*,19000.0000,17395.0000
LIE,*,*,20000.0000,18274.0000
LIE,*,*,21000.0000,19154.0000
LIE,*,*,22000.0000,20033.0000
LIE,*,*,23000.0000,20912.0000
LIE,*,*,24000.0000,21792.0000
LIE,*,*,25000.0000,22671.0000
LIE,*,*,26000.0000,23523.0000
LIE,*,*,27000.0000,24375.0000
LIE,*,*,28000.0000,25227.0000
LIE,*,*,29000.0000,26079.0000
LIE,*,*,30000.0000,26930.0000
LIE,*,*,31000.0000,27782.0000
LIE,*,*,32000.0000,28634.0000
LIE,*,*,33000.0000,29486.0000
LIE,*,*,34000.0000,30338.0000
LIE,*,*,35000.0000,31190.0000
LIE,*,*,36000.0000,32042.0000
LIE,*,*,37000.0000,32894.0000
LIE,*,*,38000.0000,33745.0000
LIE,*,*,39000.0000,34597.0000
LIE,*,*,40000.0000,35449.0000
LIE,*,*,41000.0000,36301.0000
LIE,*,*,42000.0000,37153.0000
LIE,*,*,43000.0000,38005.0000
LIE,*,*,44000.0000,38857.0000
LIE,*,*,45000.0000,39709.0000
LIE,*,*,46000.0000,40560.0000
LIE,*,*,47000.0000,41412.0000
LIE,*,*,48000.0000,42264.0000
LIE,*,*,49000.0000,43116.0000
LIE,*,*,50000.0000,43968.0000
LKA,*,*,500.0000,481.0000
LKA,*,*,1000.0000,481.0000
LKA,*,*,1500.0000,550.0000
LKA,*,*,2000.0000,687.0000
LKA,*,*,2500.0000,824.0000
LKA,*,*,3000.0000,893.0000
LKA,*,*,3500.0000,1031.0000
LKA,*,*,4000.0000,1168.0000
LKA,*,*,4500.0000,1237.0000
LKA,*,*,5000.0000,1374.0000
LKA,*,*,5500.0000,1511.0000
LKA,*,*,6000.0000,1649.0000
LKA,*,*,6500.0000,1786.0000
LKA,*,*,7000.0000,1924.0000
LKA,*,*,7500.0000,2061.0000
LKA,*,*,8000.0000,2198.0000
LKA,*,*,8500.0000,2336.0000
LKA,*,*,9000.0000,2473.0000
LKA,*,*,9500.0000,2611.0000
LKA,*,*,10000.0000,2748.0000
LKA,*,*,11000.0000,3023.0000
LKA,*,*,12000.0000,3298.0000
LKA,*,*,13000.0000,3572.0000
LKA,*,*,14000.0000,3847.0000
LKA,*,*,15000.0000,4122.0000
LKA,*,*,16000.0000,4397.0000
LKA,*,*,17000.0000,4672.0000
LKA,*,*,18000.0000,4946.0000
LKA,*,*,19000.0000,5221.0000
LKA,*,*,20000.0000,5496.0000
LKA,*,*,21000.0000,5771.0000
LKA,*,*,22000.0000,6046.0000
LKA,*,*,23000.0000,6320.0000
LKA,*,*,24000.0000,6595.0000
LKA,*,*,25000.0000,6870.0000
LKA,*,*,26000.0000,7145.0000
LKA,*,*,27000.0000,7420.0000
LKA,*,*,28000.0000,7694.0000
LKA,*,*,29000.0000,7969.0000
LKA,*,*,30000.0000,8244.0000
LKA,*,*,31000.0000,8519.0000
LKA,*,*,32000.0000,8794.0000
LKA,*,*,33000.0000,9068.0000
LKA,*,*,34000.0000,9343.0000
LKA,*,*,35000.0000,9618.0000
LKA,*,*,36000.0000,9893.0000
LKA,*,*,37000.0000,10168.0000
LKA,*,*,38000.0000,10442.0000
LKA,*,*,39000.0000,10717.0000
LKA,*,*,40000.0000,10992.0000
LKA,*,*,41000.0000,11267.0000
LKA,*,*,42000.0000,11542.0000
LKA,*,*,43000.0000,11816.0000
LKA,*,*,44000.0000,12091.0000
LKA,*,*,45000.0000,12366.0000
LKA,*,*,46000.0000,12641.0000
LKA,*,*,47000.0000,12916.0000
LKA,*,*,48000.0000,13190.0000
LKA,*,*,49000.0000,13465.0000
LKA,*,*,50000.0000,13740.0000
LSO,*,*,500.0000,1992.0000
LSO,*,*,1000.0000,1992.0000
LSO,*,*,1500.0000,2267.0000
LSO,*,*,2000.0000,2611.0000
LSO,*,*,2500.0000,2954.0000
LSO,*,*,3000.0000,3366.0000
LSO,*,*,3500.0000,3710.0000
LSO,*,*,4000.0000,4122.0000
LSO,*,*,4500.0000,4534.0000
LSO,*,*,5000.0000,4946.0000
LSO,*,*,5500.0000,5359.0000
LSO,*,*,6000.0000,5771.0000
LSO,*,*,6500.0000,6183.0000
LSO,*,*,7000.0000,6595.0000
LSO,*,*,7500.0000,7007.0000
LSO,*,*,8000.0000,7420.0000
LSO,*,*,8500.0000,7832.0000
LSO,*,*,9000.0000,8244.0000
LSO,*,*,9500.0000,8656.0000
LSO,*,*,10000.0000,9068.0000
LSO,*,*,11000.0000,10030.0000
LSO,*,*,12000.0000,10992.0000
LSO,*,*,13000.0000,11954.0000
LSO,*,*,14000.0000,12916.0000
LSO,*,*,15000.0000,13877.0000
LSO,*,*,16000.0000,14757.0000
LSO,*,*,17000.0000,15636.0000
LSO,*,*,18000.0000,16515.0000
LSO,*,*,19000.0000,17395.0000
LSO,*,*,20000.0000,18274.0000
LSO,*,*,21000.0000,19154.0000
LSO,*,*,22000.0000,20033.0000
LSO,*,*,23000.0000,20912.0000
LSO,*,*,24000.0000,21792.0000
LSO,*,*,25000.0000,22671.0000
LSO,*,*,26000.0000,23523.0000
LSO,*,*,27000.0000,24375.0000
LSO,*,*,28000.0000,25227.0000
LSO,*,*,29000.0000,26079.0000
LSO,*,*,30000.0000,26930.0000
LSO,*,*,31000.0000,27782.0000
LSO,*,*,32000.0000,28634.0000
LSO,*,*,33000.0000,29486.0000
LSO,*,*,34000.0000,30338.0000
LSO,*,*,35000.0000,31190.0000
LSO,*,*,36000.0000,32042.0000
LSO,*,*,37000.0000,32894.0000
LSO,*,*,38000.0000,33745.0000
LSO,*,*,39000.0000,34597.0000
LSO,*,*,40000.0000,35449.0000
LSO,*,*,41000.0000,36301.0000
LSO,*,*,42000.0000,37153.0000
LSO,*,*,43000.0000,38005.0000
LSO,*,*,44000.0000,38857.0000
LSO,*,*,45000.0000,39709.0000
LSO,*,*,46000.0000,40560.0000
LSO,*,*,47000.0000,41412.0000
LSO,*,*,48000.0000,42264.0000
LSO,*,*,49000.0000,43116.0000
LSO,*,*,50000.0000,43968.0000
LUX,*,*,500.0000,889.0000
LUX,*,*,1000.0000,889.0000
LUX,*,*,1500.0000,1026.0000
LUX,*,*,2000.0000,1231.0000
LUX,*,*,2500.0000,1368.0000
LUX,*,*,3000.0000,1505.0000
LUX,*,*,3500.0000,1710.0000
LUX,*,*,4000.0000,2189.0000
LUX,*,*,4500.0000,2668.0000
LUX,*,*,5000.0000,3092.0000
LUX,*,*,5500.0000,3283.0000
LUX,*,*,6000.0000,3352.0000
LUX,*,*,6500.0000,3488.0000
LUX,*,*,7000.0000,3557.0000
LUX,*,*,7500.0000,3625.0000
LUX,*,*,8000.0000,3762.0000
LUX,*,*,8500.0000,3830.0000
LUX,*,*,9000.0000,3899.0000
LUX,*,*,9500.0000,3967.0000
LUX,*,*,10000.0000,4104.0000
LUX,*,*,11000.0000,4514.0000
LUX,*,*,12000.0000,4925.0000
LUX,*,*,13000.0000,5335.0000
LUX,*,*,14000.0000,5746.0000
LUX,*,*,15000.0000,6156.0000
LUX,*,*,16000.0000,6553.0000
LUX,*,*,17000.0000,6949.0000
LUX,*,*,18000.0000,7346.0000
LUX,*,*,19000.0000,7743.0000
LUX,*,*,20000.0000,8140.0000
LUX,*,*,21000.0000,8536.0000
LUX,*,*,22000.0000,8933.0000
LUX,*,*,23000.0000,9330.0000
LUX,*,*,24000.0000,9726.0000
LUX,*,*,25000.0000,10123.0000
LUX,*,*,26000.0000,10506.0000
LUX,*,*,27000.0000,10889.0000
LUX,*,*,28000.0000,11272.0000
LUX,*,*,29000.0000,11655.0000
LUX,*,*,30000.0000,12038.0000
LUX,*,*,31000.0000,12421.0000
LUX,*,*,32000.0000,12804.0000
LUX,*,*,33000.0000,13188.0000
LUX,*,*,34000.0000,13571.0000
LUX,*,*,35000.0000,13954.0000
LUX,*,*,36000.0000,14337.0000
LUX,*,*,37000.0000,14720.0000
LUX,*,*,38000.0000,15103.0000
LUX,*,*,39000.0000,15486.0000
LUX,*,*,40000.0000,15869.0000
LUX,*,*,41000.0000,16252.0000
LUX,*,*,42000.0000,16635.0000
LUX,*,*,43000.0000,17018.0000
LUX,*,*,44000.0000,17401.0000
LUX,*,*,45000.0000,17784.0000
LUX,*,*,46000.0000,18167.0000
LUX,*,*,47000.0000,18550.0000
LUX,*,*,48000.0000,18933.0000
LUX,*,*,49000.0000,19316.0000
LUX,*,*,50000.0000,19699.0000
LVA,*,*,500.0000,1992.0000
LVA,*,*,1000.0000,1992.0000
LVA,*,*,1500.0000,2267.0000
LVA,*,*,2000.0000,2611.0000
LVA,*,*,2500.0000,2954.0000
LVA,*,*,3000.0000,3366.0000
LVA,*,*,3500.0000,3710.0000
LVA,*,*,4000.0000,4122.0000
LVA,*,*,4500.0000,4534.0000
LVA,*,*,5000.0000,4946.0000
LVA,*,*,5500.0000,5359.0000
LVA,*,*,6000.0000,5771.0000
LVA,*,*,6500.0000,6183.0000
LVA,*,*,7000.0000,6595.0000
LVA,*,*,7500.0000,7007.0000
LVA,*,*,8000.0000,7420.0000
LVA,*,*,8500.0000,7832.0000
LVA,*,*,9000.0000,8244.0000
LVA,*,*,9500.0000,8656.0000
LVA,*,*,10000.0000,9068.0000
LVA,*,*,11000.0000,10030.0000
LVA,*,*,12000.0000,10992.0000
LVA,*,*,13000.0000,11954.0000
LVA,*,*,14000.0000,12916.0000
LVA,*,*,15000.0000,13877.0000
LVA,*,*,16000.0000,14757.0000
LVA,*,*,17000.0000,15636.0000
LVA,*,*,18000.0000,16515.0000
LVA,*,*,19000.0000,17395.0000
LVA,*,*,20000.0000,18274.0000
LVA,*,*,21000.0000,19154.0000
LVA,*,*,22000.0000,20033.0000
LVA,*,*,23000.0000,20912.0000
LVA,*,*,24000.0000,21792.0000
LVA,*,*,25000.0000,22671.0000
LVA,*,*,26000.0000,23523.0000
LVA,*,*,27000.0000,24375.0000
LVA,*,*,28000.0000,25227.0000
LVA,*,*,29000.0000,26079.0000
LVA,*,*,30000.0000,26930.0000
LVA,*,*,31000.0000,27782.0000
LVA,*,*,32000.0000,28634.0000
LVA,*,*,33000.0000,29486.0000
LVA,*,*,34000.0000,30338.0000
LVA,*,*,35000.0000,31190.0000
LVA,*,*,36000.0000,32042.0000
LVA,*,*,37000.0000,32894.0000
LVA,*,*,38000.0000,33745.0000
LVA,*,*,39000.0000,34597.0000
LVA,*,*,40000.0000,35449.0000
LVA,*,*,41000.0000,36301.0000
LVA,*,*,42000.0000,37153.0000
LVA,*,*,43000.0000,38005.0000
LVA,*,*,44000.0000,38857.0000
LVA,*,*,45000.0000,39709.0000
LVA,*,*,46000.0000,40560.0000
LVA,*,*,47000.0000,41412.0000
LVA,*,*,48000.0000,42264.0000
LVA,*,*,49000.0000,43116.0000
LVA,*,*,50000.0000,43968.0000
MAC,*,*,500.0000,889.0000
MAC,*,*,1000.0000,889.0000
MAC,*,*,1500.0000,1026.0000
MAC,*,*,2000.0000,1231.0000
MAC,*,*,2500.0000,1368.0000
MAC,*,*,3000.0000,1505.0000
MAC,*,*,3500.0000,1710.0000
MAC,*,*,4000.0000,2189.0000
MAC,*,*,4500.0000,2668.0000
MAC,*,*,5000.0000,3092.0000
MAC,*,*,5500.0000,3283.0000
MAC,*,*,6000.0000,3352.0000
MAC,*,*,6500.0000,3488.0000
MAC,*,*,7000.0000,3557.0000
MAC,*,*,7500.0000,3625.0000
MAC,*,*,8000.0000,3762.0000
MAC,*,*,8500.0000,3830.0000
MAC,*,*,9000.0000,3899.0000
MAC,*,*,9500.0000,3967.0000
MAC,*,*,10000.0000,4104.0000
MAC,*,*,11000.0000,4514.0000
MAC,*,*,12000.0000,4925.0000
MAC,*,*,13000.0000,5335.0000
MAC,*,*,14000.0000,5746.0000
MAC,*,*,15000.0000,6156.0000
MAC,*,*,16000.0000,6553.0000
MAC,*,*,17000.0000,6949.0000
MAC,*,*,18000.0000,7346.0000
MAC,*,*,19000.0000,7743.0000
MAC,*,*,20000.0000,8140.0000
MAC,*,*,21000.0000,8536.0000
MAC,*,*,22000.0000,8933.0000
MAC,*,*,23000.0000,9330.0000
MAC,*,*,24000.0000,9726.0000
MAC,*,*,25000.0000,10123.0000
MAC,*,*,26000.0000,10506.0000
MAC,*,*,27000.0000,10889.0000
MAC,*,*,28000.0000,11272.0000
MAC,*,*,29000.0000,11655.0000
MAC,*,*,30000.0000,12038.0000
MAC,*,*,31000.0000,12421.0000
MAC,*,*,32000.0000,12804.0000
MAC,*,*,33000.0000,13188.0000
MAC,*,*,34000.0000,13571.0000
MAC,*,*,35000.0000,13954.0000
MAC,*,*,36000.0000,14337.0000
MAC,*,*,37000.0000,14720.0000
MAC,*,*,38000.0000,15103.0000
MAC,*,*,39000.0000,15486.0000
MAC,*,*,40000.0000,15869.0000
MAC,*,*,41000.0000,16252.0000
MAC,*,*,42000.0000,16635.0000
MAC,*,*,43000.0000,17018.0000
MAC,*,*,44000.0000,17401.0000
MAC,*,*,45000.0000,17784.0000
MAC,*,*,46000.0000,18167.0000
MAC,*,*,47000.0000,18550.0000
MAC,*,*,48000.0000,18933.0000
MAC,*,*,49000.0000,19316.0000
MAC,*,*,50000.0000,19699.0000
MAR,*,*,500.0000,1992.0000
MAR,*,*,1000.0000,1992.0000
MAR,*,*,1500.0000,2267.0000
MAR,*,*,2000.0000,2611.0000
MAR,*,*,2500.0000,2954.0000
MAR,*,*,3000.0000,3366.0000
MAR,*,*,3500.0000,3710.0000
MAR,*,*,4000.0000,4122.0000
MAR,*,*,4500.0000,4534.0000
MAR,*,*,5000.0000,4946.0000
MAR,*,*,5500.0000,5359.0000
MAR,*,*,6000.0000,5771.0000
MAR,*,*,6500.0000,6183.0000
MAR,*,*,7000.0000,6595.0000
MAR,*,*,7500.0000,7007.0000
MAR,*,*,8000.0000,7420.0000
MAR,*,*,8500.0000,7832.0000
MAR,*,*,9000.0000,8244.0000
MAR,*,*,9500.0000,8656.0000
MAR,*,*,10000.0000,9068.0000
MAR,*,*,11000.0000,10030.0000
MAR,*,*,12000.0000,10992.0000
MAR,*,*,13000.0000,11954.0000
MAR,*,*,14000.0000,12916.0000
MAR,*,*,15000.0000,13877.0000
MAR,*,*,16000.0000,14757.0000
MAR,*,*,17000.0000,15636.0000
MAR,*,*,18000.0000,16515.0000
MAR,*,*,19000.0000,17395.0000
MAR,*,*,20000.0000,18274.0000
MAR,*,*,21000.0000,19154.0000
MAR,*,*,22000.0000,20033.0000
MAR,*,*,23000.0000,20912.0000
MAR,*,*,24000.0000,21792.0000
MAR,*,*,25000.0000,22671.0000
MAR,*,*,26000.0000,23523.0000
MAR,*,*,27000.0000,24375.0000
MAR,*,*,28000.0000,25227.0000
MAR,*,*,29000.0000,26079.0000
MAR,*,*,30000.0000,26930.0000
MAR,*,*,31000.0000,27782.0000
MAR,*,*,32000.0000,28634.0000
MAR,*,*,33000.0000,29486.0000
MAR,*,*,34000.0000,30338.0000
MAR,*,*,35000.0000,31190.0000
MAR,*,*,36000.0000,32042.0000
MAR,*,*,37000.0000,32894.0000
MAR,*,*,38000.0000,33745.0000
MAR,*,*,39000.0000,34597.0000
MAR,*,*,40000.0000,35449.0000
MAR,*,*,41000.0000,36301.0000
MAR,*,*,42000.0000,37153.0000
MAR,*,*,43000.0000,38005.0000
MAR,*,*,44000.0000,38857.0000
MAR,*,*,45000.0000,39709.0000
MAR,*,*,46000.0000,40560.0000
MAR,*,*,47000.0000,41412.0000
MAR,*,*,48000.0000,42264.0000
MAR,*,*,49000.0000,43116.0000
MAR,*,*,50000.0000,43968.0000
MCO,*,*,500.0000,1168.0000
MCO,*,*,1000.0000,1168.0000
MCO,*,*,1500.0000,1443.0000
MCO,*,*,2000.0000,1649.0000
MCO,*,*,2500.0000,1924.0000
MCO,*,*,3000.0000,2130.0000
MCO,*,*,3500.0000,2405.0000
MCO,*,*,4000.0000,2611.0000
MCO,*,*,4500.0000,2885.0000
MCO,*,*,5000.0000,3092.0000
MCO,*,*,5500.0000,3366.0000
MCO,*,*,6000.0000,3641.0000
MCO,*,*,6500.0000,3916.0000
MCO,*,*,7000.0000,4191.0000
MCO,*,*,7500.0000,4397.0000
MCO,*,*,8000.0000,4672.0000
MCO,*,*,8500.0000,4946.0000
MCO,*,*,9000.0000,5221.0000
MCO,*,*,9500.0000,5496.0000
MCO,*,*,10000.0000,5771.0000
MCO,*,*,11000.0000,6389.0000
MCO,*,*,12000.0000,7007.0000
MCO,*,*,13000.0000,7626.0000
MCO,*,*,14000.0000,8244.0000
MCO,*,*,15000.0000,8862.0000
MCO,*,*,16000.0000,9419.0000
MCO,*,*,17000.0000,9975.0000
MCO,*,*,18000.0000,10532.0000
MCO,*,*,19000.0000,11088.0000
MCO,*,*,20000.0000,11645.0000
MCO,*,*,21000.0000,12201.0000
MCO,*,*,22000.0000,12758.0000
MCO,*,*,23000.0000,13314.0000
MCO,*,*,24000.0000,13871.0000
MCO,*,*,25000.0000,14427.0000
MCO,*,*,26000.0000,14970.0000
MCO,*,*,27000.0000,15512.0000
MCO,*,*,28000.0000,16055.0000
MCO,*,*,29000.0000,16598.0000
MCO,*,*,30000.0000,17141.0000
MCO,*,*,31000.0000,17683.0000
MCO,*,*,32000.0000,18226.0000
MCO,*,*,33000.0000,18769.0000
MCO,*,*,34000.0000,19312.0000
MCO,*,*,35000.0000,19854.0000
MCO,*,*,36000.0000,20397.0000
MCO,*,*,37000.0000,20940.0000
MCO,*,*,38000.0000,21482.0000
MCO,*,*,39000.0000,22025.0000
MCO,*,*,40000.0000,22568.0000
MCO,*,*,41000.0000,23111.0000
MCO,*,*,42000.0000,23653.0000
MCO,*,*,43000.0000,24196.0000
MCO,*,*,44000.0000,24739.0000
MCO,*,*,45000.0000,25282.0000
MCO,*,*,46000.0000,25824.0000
MCO,*,*,47000.0000,26367.0000
MCO,*,*,48000.0000,26910.0000
MCO,*,*,49000.0000,27453.0000
MCO,*,*,50000.0000,27995.0000
MDA,*,*,500.0000,1992.0000
MDA,*,*,1000.0000,1992.0000
MDA,*,*,1500.0000,2267.0000
MDA,*,*,2000.0000,2611.0000
MDA,*,*,2500.0000,2954.0000
MDA,*,*,3000.0000,3366.0000
MDA,*,*,3500.0000,3710.0000
MDA,*,*,4000.0000,4122.0000
MDA,*,*,4500.0000,4534.0000
MDA,*,*,5000.0000,4946.0000
MDA,*,*,5500.0000,5359.0000
MDA,*,*,6000.0000,5771.0000
MDA,*,*,6500.0000,6183.0000
MDA,*,*,7000.0000,6595.0000
MDA,*,*,7500.0000,7007.0000
MDA,*,*,8000.0000,7420.0000
MDA,*,*,8500.0000,7832.0000
MDA,*,*,9000.0000,8244.0000
MDA,*,*,9500.0000,8656.0000
MDA,*,*,10000.0000,9068.0000
MDA,*,*,11000.0000,10030.0000
MDA,*,*,12000.0000,10992.0000
MDA,*,*,13000.0000,11954.0000
MDA,*,*,14000.0000,12916.0000
MDA,*,*,15000.0000,13877.0000
MDA,*,*,16000.0000,14757.0000
MDA,*,*,17000.0000,15636.0000
MDA,*,*,18000.0000,16515.0000
MDA,*,*,19000.0000,17395.0000
MDA,*,*,20000.0000,18274.0000
MDA,*,*,21000.0000,19154.0000
MDA,*,*,22000.0000,20033.0000
MDA,*,*,23000.0000,20912.0000
MDA,*,*,24000.0000,21792.0000
MDA,*,*,25000.0000,22671.0000
MDA,*,*,26000.0000,23523.0000
MDA,*,*,27000.0000,24375.0000
MDA,*,*,28000.0000,25227.0000
MDA,*,*,29000.0000,26079.0000
MDA,*,*,30000.0000,26930.0000
MDA,*,*,31000.0000,27782.0000
MDA,*,*,32000.0000,28634.0000
MDA,*,*,33000.0000,29486.0000
MDA,*,*,34000.0000,30338.0000
MDA,*,*,35000.0000,31190.0000
MDA,*,*,36000.0000,32042.0000
MDA,*,*,37000.0000,32894.0000
MDA,*,*,38000.0000,33745.0000
MDA,*,*,39000.0000,34597.0000
MDA,*,*,40000.0000,35449.0000
MDA,*,*,41000.0000,36301.0000
MDA,*,*,42000.0000,37153.0000
MDA,*,*,43000.0000,38005.0000
MDA,*,*,44000.0000,38857.0000
MDA,*,*,45000.0000,39709.0000
MDA,*,*,46000.0000,40560.0000
MDA,*,*,47000.0000,41412.0000
MDA,*,*,48000.0000,42264.0000
MDA,*,*,49000.0000,43116.0000
MDA,*,*,50000.0000,43968.0000
MDG,*,*,500.0000,1992.0000
MDG,*,*,1000.0000,1992.0000
MDG,*,*,1500.0000,2267.0000
MDG,*,*,2000.0000,2611.0000
MDG,*,*,2500.0000,2954.0000
MDG,*,*,3000.0000,3366.0000
MDG,*,*,3500.0000,3710.0000
MDG,*,*,4000.0000,4122.0000
MDG,*,*,4500.0000,4534.0000
MDG,*,*,5000.0000,4946.0000
MDG,*,*,5500.0000,5359.0000
MDG,*,*,6000.0000,5771.0000
MDG,*,*,6500.0000,6183.0000
MDG,*,*,7000.0000,6595.0000
MDG,*,*,7500.0000,7007.0000
MDG,*,*,8000.0000,7420.0000
MDG,*,*,8500.0000,7832.0000
MDG,*,*,9000.0000,8244.0000
MDG,*,*,9500.0000,8656.0000
MDG,*,*,10000.0000,9068.0000
MDG,*,*,11000.0000,10030.0000
MDG,*,*,12000.0000,10992.0000
MDG,*,*,13000.0000,11954.0000
MDG,*,*,14000.0000,12916.0000
MDG,*,*,15000.0000,13877.0000
MDG,*,*,16000.0000,14757.0000
MDG,*,*,17000.0000,15636.0000
MDG,*,*,18000.0000,16515.0000
MDG,*,*,19000.0000,17395.0000
MDG,*,*,20000.0000,18274.0000
MDG,*,*,21000.0000,19154.0000
MDG,*,*,22000.0000,20033.0000
MDG,*,*,23000.0000,20912.0000
MDG,*,*,24000.0000,21792.0000
MDG,*,*,25000.0000,22671.0000
MDG,*,*,26000.0000,23523.0000
MDG,*,*,27000.0000,24375.0000
MDG,*,*,28000.0000,25227.0000
MDG,*,*,29000.0000,26079.0000
MDG,*,*,30000.0000,26930.0000
MDG,*,*,31000.0000,27782.0000
MDG,*,*,32000.0000,28634.0000
MDG,*,*,33000.0000,29486.0000
MDG,*,*,34000.0000,30338.0000
MDG,*,*,35000.0000,31190.0000
MDG,*,*,36000.0000,32042.0000
MDG,*,*,37000.0000,32894.0000
MDG,*,*,38000.0000,33745.0000
MDG,*,*,39000.0000,34597.0000
MDG,*,*,40000.0000,35449.0000
MDG,*,*,41000.0000,36301.0000
MDG,*,*,42000.0000,37153.0000
MDG,*,*,43000.0000,38005.0000
