Country,Region/State,"Zip/Postal Code","Weight (and above)","Shipping Price"
CRI,*,*,35000.0000,37922.0000
CRI,*,*,36000.0000,38953.0000
CRI,*,*,37000.0000,39983.0000
CRI,*,*,38000.0000,41014.0000
CRI,*,*,39000.0000,42044.0000
CRI,*,*,40000.0000,43075.0000
CRI,*,*,41000.0000,44105.0000
CRI,*,*,42000.0000,45136.0000
CRI,*,*,43000.0000,46166.0000
CRI,*,*,44000.0000,47197.0000
CRI,*,*,45000.0000,48227.0000
CRI,*,*,46000.0000,49258.0000
CRI,*,*,47000.0000,50288.0000
CRI,*,*,48000.0000,51319.0000
CRI,*,*,49000.0000,52349.0000
CRI,*,*,50000.0000,53380.0000
CYP,*,*,500.0000,1168.0000
CYP,*,*,1000.0000,1168.0000
CYP,*,*,1500.0000,1443.0000
CYP,*,*,2000.0000,1649.0000
CYP,*,*,2500.0000,1924.0000
CYP,*,*,3000.0000,2130.0000
CYP,*,*,3500.0000,2405.0000
CYP,*,*,4000.0000,2611.0000
CYP,*,*,4500.0000,2885.0000
CYP,*,*,5000.0000,3092.0000
CYP,*,*,5500.0000,3366.0000
CYP,*,*,6000.0000,3641.0000
CYP,*,*,6500.0000,3916.0000
CYP,*,*,7000.0000,4191.0000
CYP,*,*,7500.0000,4397.0000
CYP,*,*,8000.0000,4672.0000
CYP,*,*,8500.0000,4946.0000
CYP,*,*,9000.0000,5221.0000
CYP,*,*,9500.0000,5496.0000
CYP,*,*,10000.0000,5771.0000
CYP,*,*,11000.0000,6389.0000
CYP,*,*,12000.0000,7007.0000
CYP,*,*,13000.0000,7626.0000
CYP,*,*,14000.0000,8244.0000
CYP,*,*,15000.0000,8862.0000
CYP,*,*,16000.0000,9419.0000
CYP,*,*,17000.0000,9975.0000
CYP,*,*,18000.0000,10532.0000
CYP,*,*,19000.0000,11088.0000
CYP,*,*,20000.0000,11645.0000
CYP,*,*,21000.0000,12201.0000
CYP,*,*,22000.0000,12758.0000
CYP,*,*,23000.0000,13314.0000
CYP,*,*,24000.0000,13871.0000
CYP,*,*,25000.0000,14427.0000
CYP,*,*,26000.0000,14970.0000
CYP,*,*,27000.0000,15512.0000
CYP,*,*,28000.0000,16055.0000
CYP,*,*,29000.0000,16598.0000
CYP,*,*,30000.0000,17141.0000
CYP,*,*,31000.0000,17683.0000
CYP,*,*,32000.0000,18226.0000
CYP,*,*,33000.0000,18769.0000
CYP,*,*,34000.0000,19312.0000
CYP,*,*,35000.0000,19854.0000
CYP,*,*,36000.0000,20397.0000
CYP,*,*,37000.0000,20940.0000
CYP,*,*,38000.0000,21482.0000
CYP,*,*,39000.0000,22025.0000
CYP,*,*,40000.0000,22568.0000
CYP,*,*,41000.0000,23111.0000
CYP,*,*,42000.0000,23653.0000
CYP,*,*,43000.0000,24196.0000
CYP,*,*,44000.0000,24739.0000
CYP,*,*,45000.0000,25282.0000
CYP,*,*,46000.0000,25824.0000
CYP,*,*,47000.0000,26367.0000
CYP,*,*,48000.0000,26910.0000
CYP,*,*,49000.0000,27453.0000
CYP,*,*,50000.0000,27995.0000
CZE,*,*,500.0000,1168.0000
CZE,*,*,1000.0000,1168.0000
CZE,*,*,1500.0000,1443.0000
CZE,*,*,2000.0000,1649.0000
CZE,*,*,2500.0000,1924.0000
CZE,*,*,3000.0000,2130.0000
CZE,*,*,3500.0000,2405.0000
CZE,*,*,4000.0000,2611.0000
CZE,*,*,4500.0000,2885.0000
CZE,*,*,5000.0000,3092.0000
CZE,*,*,5500.0000,3366.0000
CZE,*,*,6000.0000,3641.0000
CZE,*,*,6500.0000,3916.0000
CZE,*,*,7000.0000,4191.0000
CZE,*,*,7500.0000,4397.0000
CZE,*,*,8000.0000,4672.0000
CZE,*,*,8500.0000,4946.0000
CZE,*,*,9000.0000,5221.0000
CZE,*,*,9500.0000,5496.0000
CZE,*,*,10000.0000,5771.0000
CZE,*,*,11000.0000,6389.0000
CZE,*,*,12000.0000,7007.0000
CZE,*,*,13000.0000,7626.0000
CZE,*,*,14000.0000,8244.0000
CZE,*,*,15000.0000,8862.0000
CZE,*,*,16000.0000,9419.0000
CZE,*,*,17000.0000,9975.0000
CZE,*,*,18000.0000,10532.0000
CZE,*,*,19000.0000,11088.0000
CZE,*,*,20000.0000,11645.0000
CZE,*,*,21000.0000,12201.0000
CZE,*,*,22000.0000,12758.0000
CZE,*,*,23000.0000,13314.0000
CZE,*,*,24000.0000,13871.0000
CZE,*,*,25000.0000,14427.0000
CZE,*,*,26000.0000,14970.0000
CZE,*,*,27000.0000,15512.0000
CZE,*,*,28000.0000,16055.0000
CZE,*,*,29000.0000,16598.0000
CZE,*,*,30000.0000,17141.0000
CZE,*,*,31000.0000,17683.0000
CZE,*,*,32000.0000,18226.0000
CZE,*,*,33000.0000,18769.0000
CZE,*,*,34000.0000,19312.0000
CZE,*,*,35000.0000,19854.0000
CZE,*,*,36000.0000,20397.0000
CZE,*,*,37000.0000,20940.0000
CZE,*,*,38000.0000,21482.0000
CZE,*,*,39000.0000,22025.0000
CZE,*,*,40000.0000,22568.0000
CZE,*,*,41000.0000,23111.0000
CZE,*,*,42000.0000,23653.0000
CZE,*,*,43000.0000,24196.0000
CZE,*,*,44000.0000,24739.0000
CZE,*,*,45000.0000,25282.0000
CZE,*,*,46000.0000,25824.0000
CZE,*,*,47000.0000,26367.0000
CZE,*,*,48000.0000,26910.0000
CZE,*,*,49000.0000,27453.0000
CZE,*,*,50000.0000,27995.0000
DEU,*,*,500.0000,1168.0000
DEU,*,*,1000.0000,1168.0000
DEU,*,*,1500.0000,1443.0000
DEU,*,*,2000.0000,1649.0000
DEU,*,*,2500.0000,1924.0000
DEU,*,*,3000.0000,2130.0000
DEU,*,*,3500.0000,2405.0000
DEU,*,*,4000.0000,2611.0000
DEU,*,*,4500.0000,2885.0000
DEU,*,*,5000.0000,3092.0000
DEU,*,*,5500.0000,3366.0000
DEU,*,*,6000.0000,3641.0000
DEU,*,*,6500.0000,3916.0000
DEU,*,*,7000.0000,4191.0000
DEU,*,*,7500.0000,4397.0000
DEU,*,*,8000.0000,4672.0000
DEU,*,*,8500.0000,4946.0000
DEU,*,*,9000.0000,5221.0000
DEU,*,*,9500.0000,5496.0000
DEU,*,*,10000.0000,5771.0000
DEU,*,*,11000.0000,6389.0000
DEU,*,*,12000.0000,7007.0000
DEU,*,*,13000.0000,7626.0000
DEU,*,*,14000.0000,8244.0000
DEU,*,*,15000.0000,8862.0000
DEU,*,*,16000.0000,9419.0000
DEU,*,*,17000.0000,9975.0000
DEU,*,*,18000.0000,10532.0000
DEU,*,*,19000.0000,11088.0000
DEU,*,*,20000.0000,11645.0000
DEU,*,*,21000.0000,12201.0000
DEU,*,*,22000.0000,12758.0000
DEU,*,*,23000.0000,13314.0000
DEU,*,*,24000.0000,13871.0000
DEU,*,*,25000.0000,14427.0000
DEU,*,*,26000.0000,14970.0000
DEU,*,*,27000.0000,15512.0000
DEU,*,*,28000.0000,16055.0000
DEU,*,*,29000.0000,16598.0000
DEU,*,*,30000.0000,17141.0000
DEU,*,*,31000.0000,17683.0000
DEU,*,*,32000.0000,18226.0000
DEU,*,*,33000.0000,18769.0000
DEU,*,*,34000.0000,19312.0000
DEU,*,*,35000.0000,19854.0000
DEU,*,*,36000.0000,20397.0000
DEU,*,*,37000.0000,20940.0000
DEU,*,*,38000.0000,21482.0000
DEU,*,*,39000.0000,22025.0000
DEU,*,*,40000.0000,22568.0000
DEU,*,*,41000.0000,23111.0000
DEU,*,*,42000.0000,23653.0000
DEU,*,*,43000.0000,24196.0000
DEU,*,*,44000.0000,24739.0000
DEU,*,*,45000.0000,25282.0000
DEU,*,*,46000.0000,25824.0000
DEU,*,*,47000.0000,26367.0000
DEU,*,*,48000.0000,26910.0000
DEU,*,*,49000.0000,27453.0000
DEU,*,*,50000.0000,27995.0000
DNK,*,*,500.0000,1168.0000
DNK,*,*,1000.0000,1168.0000
DNK,*,*,1500.0000,1443.0000
DNK,*,*,2000.0000,1649.0000
DNK,*,*,2500.0000,1924.0000
DNK,*,*,3000.0000,2130.0000
DNK,*,*,3500.0000,2405.0000
DNK,*,*,4000.0000,2611.0000
DNK,*,*,4500.0000,2885.0000
DNK,*,*,5000.0000,3092.0000
DNK,*,*,5500.0000,3366.0000
DNK,*,*,6000.0000,3641.0000
DNK,*,*,6500.0000,3916.0000
DNK,*,*,7000.0000,4191.0000
DNK,*,*,7500.0000,4397.0000
DNK,*,*,8000.0000,4672.0000
DNK,*,*,8500.0000,4946.0000
DNK,*,*,9000.0000,5221.0000
DNK,*,*,9500.0000,5496.0000
DNK,*,*,10000.0000,5771.0000
DNK,*,*,11000.0000,6389.0000
DNK,*,*,12000.0000,7007.0000
DNK,*,*,13000.0000,7626.0000
DNK,*,*,14000.0000,8244.0000
DNK,*,*,15000.0000,8862.0000
DNK,*,*,16000.0000,9419.0000
DNK,*,*,17000.0000,9975.0000
DNK,*,*,18000.0000,10532.0000
DNK,*,*,19000.0000,11088.0000
DNK,*,*,20000.0000,11645.0000
DNK,*,*,21000.0000,12201.0000
DNK,*,*,22000.0000,12758.0000
DNK,*,*,23000.0000,13314.0000
DNK,*,*,24000.0000,13871.0000
DNK,*,*,25000.0000,14427.0000
DNK,*,*,26000.0000,14970.0000
DNK,*,*,27000.0000,15512.0000
DNK,*,*,28000.0000,16055.0000
DNK,*,*,29000.0000,16598.0000
DNK,*,*,30000.0000,17141.0000
DNK,*,*,31000.0000,17683.0000
DNK,*,*,32000.0000,18226.0000
DNK,*,*,33000.0000,18769.0000
DNK,*,*,34000.0000,19312.0000
DNK,*,*,35000.0000,19854.0000
DNK,*,*,36000.0000,20397.0000
DNK,*,*,37000.0000,20940.0000
DNK,*,*,38000.0000,21482.0000
DNK,*,*,39000.0000,22025.0000
DNK,*,*,40000.0000,22568.0000
DNK,*,*,41000.0000,23111.0000
DNK,*,*,42000.0000,23653.0000
DNK,*,*,43000.0000,24196.0000
DNK,*,*,44000.0000,24739.0000
DNK,*,*,45000.0000,25282.0000
DNK,*,*,46000.0000,25824.0000
DNK,*,*,47000.0000,26367.0000
DNK,*,*,48000.0000,26910.0000
DNK,*,*,49000.0000,27453.0000
DNK,*,*,50000.0000,27995.0000
EGY,*,*,500.0000,1168.0000
EGY,*,*,1000.0000,1168.0000
EGY,*,*,1500.0000,1443.0000
EGY,*,*,2000.0000,1649.0000
EGY,*,*,2500.0000,1924.0000
EGY,*,*,3000.0000,2130.0000
EGY,*,*,3500.0000,2405.0000
EGY,*,*,4000.0000,2611.0000
EGY,*,*,4500.0000,2885.0000
EGY,*,*,5000.0000,3092.0000
EGY,*,*,5500.0000,3366.0000
EGY,*,*,6000.0000,3641.0000
EGY,*,*,6500.0000,3916.0000
EGY,*,*,7000.0000,4191.0000
EGY,*,*,7500.0000,4397.0000
EGY,*,*,8000.0000,4672.0000
EGY,*,*,8500.0000,4946.0000
EGY,*,*,9000.0000,5221.0000
EGY,*,*,9500.0000,5496.0000
EGY,*,*,10000.0000,5771.0000
EGY,*,*,11000.0000,6389.0000
EGY,*,*,12000.0000,7007.0000
EGY,*,*,13000.0000,7626.0000
EGY,*,*,14000.0000,8244.0000
EGY,*,*,15000.0000,8862.0000
EGY,*,*,16000.0000,9419.0000
EGY,*,*,17000.0000,9975.0000
EGY,*,*,18000.0000,10532.0000
EGY,*,*,19000.0000,11088.0000
EGY,*,*,20000.0000,11645.0000
EGY,*,*,21000.0000,12201.0000
EGY,*,*,22000.0000,12758.0000
EGY,*,*,23000.0000,13314.0000
EGY,*,*,24000.0000,13871.0000
EGY,*,*,25000.0000,14427.0000
EGY,*,*,26000.0000,14970.0000
EGY,*,*,27000.0000,15512.0000
EGY,*,*,28000.0000,16055.0000
EGY,*,*,29000.0000,16598.0000
EGY,*,*,30000.0000,17141.0000
EGY,*,*,31000.0000,17683.0000
EGY,*,*,32000.0000,18226.0000
EGY,*,*,33000.0000,18769.0000
EGY,*,*,34000.0000,19312.0000
EGY,*,*,35000.0000,19854.0000
EGY,*,*,36000.0000,20397.0000
EGY,*,*,37000.0000,20940.0000
EGY,*,*,38000.0000,21482.0000
EGY,*,*,39000.0000,22025.0000
EGY,*,*,40000.0000,22568.0000
EGY,*,*,41000.0000,23111.0000
EGY,*,*,42000.0000,23653.0000
EGY,*,*,43000.0000,24196.0000
EGY,*,*,44000.0000,24739.0000
EGY,*,*,45000.0000,25282.0000
EGY,*,*,46000.0000,25824.0000
EGY,*,*,47000.0000,26367.0000
EGY,*,*,48000.0000,26910.0000
EGY,*,*,49000.0000,27453.0000
EGY,*,*,50000.0000,27995.0000
ESP,*,*,500.0000,1168.0000
ESP,*,*,1000.0000,1168.0000
ESP,*,*,1500.0000,1443.0000
ESP,*,*,2000.0000,1649.0000
ESP,*,*,2500.0000,1924.0000
ESP,*,*,3000.0000,2130.0000
ESP,*,*,3500.0000,2405.0000
ESP,*,*,4000.0000,2611.0000
ESP,*,*,4500.0000,2885.0000
ESP,*,*,5000.0000,3092.0000
ESP,*,*,5500.0000,3366.0000
ESP,*,*,6000.0000,3641.0000
ESP,*,*,6500.0000,3916.0000
ESP,*,*,7000.0000,4191.0000
ESP,*,*,7500.0000,4397.0000
ESP,*,*,8000.0000,4672.0000
ESP,*,*,8500.0000,4946.0000
ESP,*,*,9000.0000,5221.0000
ESP,*,*,9500.0000,5496.0000
ESP,*,*,10000.0000,5771.0000
ESP,*,*,11000.0000,6389.0000
ESP,*,*,12000.0000,7007.0000
ESP,*,*,13000.0000,7626.0000
ESP,*,*,14000.0000,8244.0000
ESP,*,*,15000.0000,8862.0000
ESP,*,*,16000.0000,9419.0000
ESP,*,*,17000.0000,9975.0000
ESP,*,*,18000.0000,10532.0000
ESP,*,*,19000.0000,11088.0000
ESP,*,*,20000.0000,11645.0000
ESP,*,*,21000.0000,12201.0000
ESP,*,*,22000.0000,12758.0000
ESP,*,*,23000.0000,13314.0000
ESP,*,*,24000.0000,13871.0000
ESP,*,*,25000.0000,14427.0000
ESP,*,*,26000.0000,14970.0000
ESP,*,*,27000.0000,15512.0000
ESP,*,*,28000.0000,16055.0000
ESP,*,*,29000.0000,16598.0000
ESP,*,*,30000.0000,17141.0000
ESP,*,*,31000.0000,17683.0000
ESP,*,*,32000.0000,18226.0000
ESP,*,*,33000.0000,18769.0000
ESP,*,*,34000.0000,19312.0000
ESP,*,*,35000.0000,19854.0000
ESP,*,*,36000.0000,20397.0000
ESP,*,*,37000.0000,20940.0000
ESP,*,*,38000.0000,21482.0000
ESP,*,*,39000.0000,22025.0000
ESP,*,*,40000.0000,22568.0000
ESP,*,*,41000.0000,23111.0000
ESP,*,*,42000.0000,23653.0000
ESP,*,*,43000.0000,24196.0000
ESP,*,*,44000.0000,24739.0000
ESP,*,*,45000.0000,25282.0000
ESP,*,*,46000.0000,25824.0000
ESP,*,*,47000.0000,26367.0000
ESP,*,*,48000.0000,26910.0000
ESP,*,*,49000.0000,27453.0000
ESP,*,*,50000.0000,27995.0000
ETH,*,*,500.0000,1992.0000
ETH,*,*,1000.0000,1992.0000
ETH,*,*,1500.0000,2267.0000
ETH,*,*,2000.0000,2611.0000
ETH,*,*,2500.0000,2954.0000
ETH,*,*,3000.0000,3366.0000
ETH,*,*,3500.0000,3710.0000
ETH,*,*,4000.0000,4122.0000
ETH,*,*,4500.0000,4534.0000
ETH,*,*,5000.0000,4946.0000
ETH,*,*,5500.0000,5359.0000
ETH,*,*,6000.0000,5771.0000
ETH,*,*,6500.0000,6183.0000
ETH,*,*,7000.0000,6595.0000
ETH,*,*,7500.0000,7007.0000
ETH,*,*,8000.0000,7420.0000
ETH,*,*,8500.0000,7832.0000
ETH,*,*,9000.0000,8244.0000
ETH,*,*,9500.0000,8656.0000
ETH,*,*,10000.0000,9068.0000
ETH,*,*,11000.0000,10030.0000
ETH,*,*,12000.0000,10992.0000
ETH,*,*,13000.0000,11954.0000
ETH,*,*,14000.0000,12916.0000
ETH,*,*,15000.0000,13877.0000
ETH,*,*,16000.0000,14757.0000
ETH,*,*,17000.0000,15636.0000
ETH,*,*,18000.0000,16515.0000
ETH,*,*,19000.0000,17395.0000
ETH,*,*,20000.0000,18274.0000
ETH,*,*,21000.0000,19154.0000
ETH,*,*,22000.0000,20033.0000
ETH,*,*,23000.0000,20912.0000
ETH,*,*,24000.0000,21792.0000
ETH,*,*,25000.0000,22671.0000
ETH,*,*,26000.0000,23523.0000
ETH,*,*,27000.0000,24375.0000
ETH,*,*,28000.0000,25227.0000
ETH,*,*,29000.0000,26079.0000
ETH,*,*,30000.0000,26930.0000
ETH,*,*,31000.0000,27782.0000
ETH,*,*,32000.0000,28634.0000
ETH,*,*,33000.0000,29486.0000
ETH,*,*,34000.0000,30338.0000
ETH,*,*,35000.0000,31190.0000
ETH,*,*,36000.0000,32042.0000
ETH,*,*,37000.0000,32894.0000
ETH,*,*,38000.0000,33745.0000
ETH,*,*,39000.0000,34597.0000
ETH,*,*,40000.0000,35449.0000
ETH,*,*,41000.0000,36301.0000
ETH,*,*,42000.0000,37153.0000
ETH,*,*,43000.0000,38005.0000
ETH,*,*,44000.0000,38857.0000
ETH,*,*,45000.0000,39709.0000
ETH,*,*,46000.0000,40560.0000
ETH,*,*,47000.0000,41412.0000
ETH,*,*,48000.0000,42264.0000
ETH,*,*,49000.0000,43116.0000
ETH,*,*,50000.0000,43968.0000
FIN,*,*,500.0000,1992.0000
FIN,*,*,1000.0000,1992.0000
FIN,*,*,1500.0000,2267.0000
FIN,*,*,2000.0000,2611.0000
FIN,*,*,2500.0000,2954.0000
FIN,*,*,3000.0000,3366.0000
FIN,*,*,3500.0000,3710.0000
FIN,*,*,4000.0000,4122.0000
FIN,*,*,4500.0000,4534.0000
FIN,*,*,5000.0000,4946.0000
FIN,*,*,5500.0000,5359.0000
FIN,*,*,6000.0000,5771.0000
FIN,*,*,6500.0000,6183.0000
FIN,*,*,7000.0000,6595.0000
FIN,*,*,7500.0000,7007.0000
FIN,*,*,8000.0000,7420.0000
FIN,*,*,8500.0000,7832.0000
FIN,*,*,9000.0000,8244.0000
FIN,*,*,9500.0000,8656.0000
FIN,*,*,10000.0000,9068.0000
FIN,*,*,11000.0000,10030.0000
FIN,*,*,12000.0000,10992.0000
FIN,*,*,13000.0000,11954.0000
FIN,*,*,14000.0000,12916.0000
FIN,*,*,15000.0000,13877.0000
FIN,*,*,16000.0000,14757.0000
FIN,*,*,17000.0000,15636.0000
FIN,*,*,18000.0000,16515.0000
FIN,*,*,19000.0000,17395.0000
FIN,*,*,20000.0000,18274.0000
FIN,*,*,21000.0000,19154.0000
FIN,*,*,22000.0000,20033.0000
FIN,*,*,23000.0000,20912.0000
FIN,*,*,24000.0000,21792.0000
FIN,*,*,25000.0000,22671.0000
FIN,*,*,26000.0000,23523.0000
FIN,*,*,27000.0000,24375.0000
FIN,*,*,28000.0000,25227.0000
FIN,*,*,29000.0000,26079.0000
FIN,*,*,30000.0000,26930.0000
FIN,*,*,31000.0000,27782.0000
FIN,*,*,32000.0000,28634.0000
FIN,*,*,33000.0000,29486.0000
FIN,*,*,34000.0000,30338.0000
FIN,*,*,35000.0000,31190.0000
FIN,*,*,36000.0000,32042.0000
FIN,*,*,37000.0000,32894.0000
FIN,*,*,38000.0000,33745.0000
FIN,*,*,39000.0000,34597.0000
FIN,*,*,40000.0000,35449.0000
FIN,*,*,41000.0000,36301.0000
FIN,*,*,42000.0000,37153.0000
FIN,*,*,43000.0000,38005.0000
FIN,*,*,44000.0000,38857.0000
FIN,*,*,45000.0000,39709.0000
FIN,*,*,46000.0000,40560.0000
FIN,*,*,47000.0000,41412.0000
FIN,*,*,48000.0000,42264.0000
FIN,*,*,49000.0000,43116.0000
FIN,*,*,50000.0000,43968.0000
FJI,*,*,500.0000,2679.0000
FJI,*,*,1000.0000,2679.0000
FJI,*,*,1500.0000,3160.0000
FJI,*,*,2000.0000,3572.0000
FJI,*,*,2500.0000,3916.0000
FJI,*,*,3000.0000,4672.0000
FJI,*,*,3500.0000,5290.0000
FJI,*,*,4000.0000,5840.0000
FJI,*,*,4500.0000,6183.0000
FJI,*,*,5000.0000,7214.0000
FJI,*,*,5500.0000,7557.0000
FJI,*,*,6000.0000,7901.0000
FJI,*,*,6500.0000,8450.0000
FJI,*,*,7000.0000,9000.0000
FJI,*,*,7500.0000,9618.0000
FJI,*,*,8000.0000,10168.0000
FJI,*,*,8500.0000,10786.0000
FJI,*,*,9000.0000,11336.0000
FJI,*,*,9500.0000,11885.0000
FJI,*,*,10000.0000,12503.0000
FJI,*,*,11000.0000,13809.0000
FJI,*,*,12000.0000,15114.0000
FJI,*,*,13000.0000,16419.0000
FJI,*,*,14000.0000,17725.0000
FJI,*,*,15000.0000,19030.0000
FJI,*,*,16000.0000,20246.0000
FJI,*,*,17000.0000,21462.0000
FJI,*,*,18000.0000,22678.0000
FJI,*,*,19000.0000,23894.0000
FJI,*,*,20000.0000,25110.0000
FJI,*,*,21000.0000,26326.0000
FJI,*,*,22000.0000,27542.0000
FJI,*,*,23000.0000,28758.0000
FJI,*,*,24000.0000,29974.0000
FJI,*,*,25000.0000,31190.0000
FJI,*,*,26000.0000,32378.0000
FJI,*,*,27000.0000,33567.0000
FJI,*,*,28000.0000,34755.0000
FJI,*,*,29000.0000,35944.0000
FJI,*,*,30000.0000,37132.0000
FJI,*,*,31000.0000,38321.0000
FJI,*,*,32000.0000,39509.0000
FJI,*,*,33000.0000,40698.0000
FJI,*,*,34000.0000,41886.0000
FJI,*,*,35000.0000,43075.0000
FJI,*,*,36000.0000,44263.0000
FJI,*,*,37000.0000,45452.0000
FJI,*,*,38000.0000,46640.0000
FJI,*,*,39000.0000,47829.0000
FJI,*,*,40000.0000,49017.0000
FJI,*,*,41000.0000,50206.0000
FJI,*,*,42000.0000,51394.0000
FJI,*,*,43000.0000,52583.0000
FJI,*,*,44000.0000,53771.0000
FJI,*,*,45000.0000,54960.0000
FJI,*,*,46000.0000,56149.0000
FJI,*,*,47000.0000,57337.0000
FJI,*,*,48000.0000,58526.0000
FJI,*,*,49000.0000,59714.0000
FJI,*,*,50000.0000,60903.0000
FRA,*,*,500.0000,889.0000
FRA,*,*,1000.0000,889.0000
FRA,*,*,1500.0000,1026.0000
FRA,*,*,2000.0000,1231.0000
FRA,*,*,2500.0000,1368.0000
FRA,*,*,3000.0000,1505.0000
FRA,*,*,3500.0000,1710.0000
FRA,*,*,4000.0000,2189.0000
FRA,*,*,4500.0000,2668.0000
FRA,*,*,5000.0000,3092.0000
FRA,*,*,5500.0000,3283.0000
FRA,*,*,6000.0000,3352.0000
FRA,*,*,6500.0000,3488.0000
FRA,*,*,7000.0000,3557.0000
FRA,*,*,7500.0000,3625.0000
FRA,*,*,8000.0000,3762.0000
FRA,*,*,8500.0000,3830.0000
FRA,*,*,9000.0000,3899.0000
FRA,*,*,9500.0000,3967.0000
FRA,*,*,10000.0000,4104.0000
FRA,*,*,11000.0000,4514.0000
FRA,*,*,12000.0000,4925.0000
FRA,*,*,13000.0000,5335.0000
FRA,*,*,14000.0000,5746.0000
FRA,*,*,15000.0000,6156.0000
FRA,*,*,16000.0000,6553.0000
FRA,*,*,17000.0000,6949.0000
FRA,*,*,18000.0000,7346.0000
FRA,*,*,19000.0000,7743.0000
FRA,*,*,20000.0000,8140.0000
FRA,*,*,21000.0000,8536.0000
FRA,*,*,22000.0000,8933.0000
FRA,*,*,23000.0000,9330.0000
FRA,*,*,24000.0000,9726.0000
FRA,*,*,25000.0000,10123.0000
FRA,*,*,26000.0000,10506.0000
FRA,*,*,27000.0000,10889.0000
FRA,*,*,28000.0000,11272.0000
FRA,*,*,29000.0000,11655.0000
FRA,*,*,30000.0000,12038.0000
FRA,*,*,31000.0000,12421.0000
FRA,*,*,32000.0000,12804.0000
FRA,*,*,33000.0000,13188.0000
FRA,*,*,34000.0000,13571.0000
FRA,*,*,35000.0000,13954.0000
FRA,*,*,36000.0000,14337.0000
FRA,*,*,37000.0000,14720.0000
FRA,*,*,38000.0000,15103.0000
FRA,*,*,39000.0000,15486.0000
FRA,*,*,40000.0000,15869.0000
FRA,*,*,41000.0000,16252.0000
FRA,*,*,42000.0000,16635.0000
FRA,*,*,43000.0000,17018.0000
FRA,*,*,44000.0000,17401.0000
FRA,*,*,45000.0000,17784.0000
FRA,*,*,46000.0000,18167.0000
FRA,*,*,47000.0000,18550.0000
FRA,*,*,48000.0000,18933.0000
FRA,*,*,49000.0000,19316.0000
FRA,*,*,50000.0000,19699.0000
GBR,*,*,500.0000,819.0000
GBR,*,*,1000.0000,819.0000
GBR,*,*,2000.0000,1107.0000
GBR,*,*,3000.0000,1250.0000
GBR,*,*,4000.0000,1572.0000
GBR,*,*,5000.0000,1697.0000
GBR,*,*,6000.0000,1774.0000
GBR,*,*,7000.0000,2059.0000
GBR,*,*,8000.0000,2344.0000
GBR,*,*,9000.0000,2629.0000
GBR,*,*,10000.0000,2977.0000
GBR,*,*,11000.0000,2796.0000
GBR,*,*,12000.0000,3050.0000
GBR,*,*,13000.0000,3304.0000
GBR,*,*,14000.0000,3559.0000
GBR,*,*,15000.0000,3813.0000
GBR,*,*,16000.0000,4067.0000
GBR,*,*,17000.0000,4321.0000
GBR,*,*,18000.0000,4575.0000
GBR,*,*,19000.0000,4830.0000
GBR,*,*,20000.0000,5084.0000
GBR,*,*,21000.0000,5338.0000
GBR,*,*,22000.0000,5592.0000
GBR,*,*,23000.0000,5846.0000
GBR,*,*,24000.0000,6101.0000
GBR,*,*,25000.0000,6355.0000
GBR,*,*,26000.0000,6609.0000
GBR,*,*,27000.0000,6863.0000
GBR,*,*,28000.0000,7117.0000
GBR,*,*,29000.0000,7372.0000
GBR,*,*,30000.0000,7626.0000
GBR,*,*,31000.0000,7880.0000
GBR,*,*,32000.0000,8134.0000
GBR,*,*,33000.0000,8388.0000
GBR,*,*,34000.0000,8642.0000
GBR,*,*,35000.0000,8897.0000
GBR,*,*,36000.0000,9151.0000
GBR,*,*,37000.0000,9405.0000
GBR,*,*,38000.0000,9659.0000
GBR,*,*,39000.0000,9913.0000
GBR,*,*,40000.0000,10168.0000
GBR,*,*,41000.0000,10422.0000
GBR,*,*,42000.0000,10676.0000
GBR,*,*,43000.0000,10930.0000
GBR,*,*,44000.0000,11184.0000
GBR,*,*,45000.0000,11439.0000
GBR,*,*,46000.0000,11693.0000
GBR,*,*,47000.0000,11947.0000
GBR,*,*,48000.0000,12201.0000
GBR,*,*,49000.0000,12455.0000
GBR,*,*,50000.0000,12710.0000
GEO,*,*,500.0000,1992.0000
GEO,*,*,1000.0000,1992.0000
GEO,*,*,1500.0000,2267.0000
GEO,*,*,2000.0000,2611.0000
GEO,*,*,2500.0000,2954.0000
GEO,*,*,3000.0000,3366.0000
GEO,*,*,3500.0000,3710.0000
GEO,*,*,4000.0000,4122.0000
GEO,*,*,4500.0000,4534.0000
GEO,*,*,5000.0000,4946.0000
GEO,*,*,5500.0000,5359.0000
GEO,*,*,6000.0000,5771.0000
GEO,*,*,6500.0000,6183.0000
GEO,*,*,7000.0000,6595.0000
GEO,*,*,7500.0000,7007.0000
GEO,*,*,8000.0000,7420.0000
GEO,*,*,8500.0000,7832.0000
GEO,*,*,9000.0000,8244.0000
GEO,*,*,9500.0000,8656.0000
GEO,*,*,10000.0000,9068.0000
GEO,*,*,11000.0000,10030.0000
GEO,*,*,12000.0000,10992.0000
GEO,*,*,13000.0000,11954.0000
GEO,*,*,14000.0000,12916.0000
GEO,*,*,15000.0000,13877.0000
GEO,*,*,16000.0000,14757.0000
GEO,*,*,17000.0000,15636.0000
GEO,*,*,18000.0000,16515.0000
GEO,*,*,19000.0000,17395.0000
GEO,*,*,20000.0000,18274.0000
GEO,*,*,21000.0000,19154.0000
GEO,*,*,22000.0000,20033.0000
