sku,position
KRTAN3188,22
KRTAN3189,98
KRTAN3190,441
KRTAN3191,8
KRTAN3192,417
KRTAN3193,336
KRTAN3194,421
SAAN24123,45
SAAN24124,292
SAAN24125,302
SAAN24126,358
SAAN24127,288
SAAN24128,265
SAAN24129,210
SAAN24130,24
SAAN24131,119
SAAN24132,480
SAAN24133,171
SAAN24134,284
SAAO24147,190
SAAO24148,270
SAAO24149,38
SAAO24150,438
SAAO24151,370
SAAO24152,435
SAAO24153,2
SAAO24154,419
SAAN24109,468
SAAN24110,395
SAAN24111,336
SAAN24112,412
SAAN24113,11
SAAN24114,460
SAAN24115,108
SAAN24116,255
SAAN24117,306
SAAN24118,189
SAAN24119,250
SAAN24120,130
SAAN24121,356
SAAN24122,423
KRTAN3219,115
KRTAN3220,5
KRTAN3221,187
KRTAN3222,496
KRTAN3223,201
KRTAN3224,431
KRTAN3225,182
KRTAN3226,173
KRTAN3227,165
KRTAN3228,349
KRTAN3229,414
KRTAN3230,401
KRTAN3231,405
SAAO24135,65
SAAO24136,191
SAAO24137,142
SAAO24138,297
SAAO24139,9
SAAO24140,235
SAAO24141,28
SAAO24142,375
SAAO24143,117
SAAO24144,177
SAAO24145,250
SAAO24146,91
SAAN23200,36
SAAN23201,118
SAAN23202,479
SAAN23203,269
SAAN23204,294
SAAN23205,103
SAAN23206,174
SAAN23207,217
SAAN23208,115
SAAO24172,57
SAAO24173,143
SAAO24174,244
SAAO24175,287
SAAO24176,432
SAAO24177,273
SAAO24178,49
SAAO24179,338
SAAO24180,43
SAAO24181,420
SAAO24182,404
SAAO24183,374
SAAO24184,268
SAAN24082,191
SAAN24083,288
SAAN24084,409
SAAN24085,63
SAAN24086,122
SAAN24087,480
SAAN24088,94
SAAN24089,345
SAAN24090,493
SAAN24091,101
SAAN24092,245
SAAN24093,282
SAAN24094,316
SAAN24095,417
SAAN24096,249
SAAN24097,350
SAAN24098,423
SAAN24099,151
SAAN24100,346
SAAN24101,330
SAAN24102,165
SAAN24103,481
SAAN24104,366
SAAN24105,498
SAAN24106,17
SAAN24107,203
SAAN24108,129
KRTAN3213,403
KRTAN3214,109
KRTAN3215,179
KRTAN3216,30
KRTAN3217,468
KRTAN3218,274
SKDAN8324,336
SKDAN8325,220
SKDAN8326,33
SKDAN8327,313
SKDAN8328,344
SKDAN8329,361
SKDAN8253,208
SKDAN8254,460
SKDAN8255,156
SKDAN8256,351
SKDAN8257,106
SKDAN8258,149
SKDAN8259,250
SKDAN8260,438
SKDAN8261,158
SAAN23052,192
SAAN23053,179
SAAN23054,207
SAAN23055,472
SAAN23056,183
SAAN23057,202
SAAN23562,246
SAAN23563,475
SAAN23564,428
SAAN23565,142
SAAN23566,57
SAAN23567,246
SAAN23568,89
SAAN23569,67
SAAN23562,204
SAAN23563,472
SAAN23564,394
SAAN23565,50
SAAN23566,474
SAAN23567,484
SAAN23568,256
SAAN23569,347
SKDAN8508,327
SKDAN8509,453
SKDAN8510,372
SKDAN8511,20
SKDAN8512,365
SKDAN8513,127
SKDAN8514,327
SKDAN8515,391
SKDAN8516,148
SAAO24245,132
SAAO24246,173
SAAO24247,394
SAAO24248,44
SAAO24249,251
SAAO24250,145
SAAO24251,325
SAAO24252,68
SAAO24253,437
SAAO24254,192
SAAO24255,387
SAAO24256,179
SAAO24257,64
SAAO24258,122
SAAO24259,466
SAAO24260,379
SAAN23666,253
SAAN23667,173
SAAN23668,122
SAAN23669,347
SAAN23670,431
SAAN23671,108
SAAN23672,360
SAAN23673,263
SAAN23674,105
SAAO24275,443
SAAO24276,365
SAAO24277,472
SAAO24278,224
SAAO24279,21
SAAO24280,138
SAAO24281,94
SAAO24282,287
SAAO24283,420
SAAO24284,380
SAAO24285,255
SAAO24286,425
SAAO24287,105
SAAO24288,59
SAAO24289,19
SAAO24290,274
SAAO24291,327
SAAO24292,352
SAAO24293,110
SAAO24294,10
SAAO24295,242
SAAO24296,87
